,CallPrice,PutPrice,StrikePrice,A50Price,LocalTime,Type,TransactionArbitrage,Profit
173,0.0711,0.0202,1.9,1.956,2016-Feb-16 09:31:56.343703,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,14.604576912510794
174,0.1547,0.0035,1.8,1.956,2016-Feb-16 09:31:56.343731,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,18.480905041313136
175,0.0227,0.0693,2.0,1.956,2016-Feb-16 09:31:56.849370,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,38.72824878371425
176,0.0227,0.072,2.0,1.956,2016-Feb-16 09:31:56.849401,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.728248783715003
177,0.0412,0.0419,1.95,1.956,2016-Feb-16 09:31:56.849449,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",0,1.466412848114551
178,0.0711,0.0202,1.9,1.956,2016-Feb-16 09:31:56.849470,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,14.604576912510794
179,0.1547,0.0035,1.8,1.956,2016-Feb-16 09:31:56.849502,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,18.480905041313136
180,0.0412,0.0419,1.95,1.956,2016-Feb-16 09:31:57.337806,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",0,1.466412848114551
181,0.1072,0.0078,1.85,1.956,2016-Feb-16 09:31:57.337897,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.04274097691267276
182,0.0711,0.0202,1.9,1.956,2016-Feb-16 09:31:57.337994,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,14.604576912510794
183,0.1547,0.0035,1.8,1.956,2016-Feb-16 09:31:57.338052,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,18.480905041313136
184,0.0227,0.072,2.0,1.956,2016-Feb-16 09:31:57.890513,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.728248783715003
185,0.0227,0.072,2.0,1.956,2016-Feb-16 09:31:57.890534,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.728248783715003
186,0.0711,0.0202,1.9,1.956,2016-Feb-16 09:31:57.890632,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,14.604576912510794
187,0.1547,0.0035,1.8,1.956,2016-Feb-16 09:31:57.890660,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,18.480905041313136
188,0.0227,0.072,2.0,1.956,2016-Feb-16 09:31:58.401011,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.728248783715003
189,0.0227,0.072,2.0,1.956,2016-Feb-16 09:31:58.401074,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.728248783715003
190,0.0412,0.0419,1.95,1.956,2016-Feb-16 09:31:58.401269,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",0,1.466412848114551
191,0.1072,0.0078,1.85,1.956,2016-Feb-16 09:31:58.401305,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.04274097691267276
192,0.155,0.0035,1.8,1.956,2016-Feb-16 09:31:58.401420,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,21.480905041312806
193,0.155,0.0035,1.8,1.956,2016-Feb-16 09:31:58.401457,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,21.480905041312806
194,0.0227,0.072,2.0,1.956,2016-Feb-16 09:31:58.885089,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.728248783715003
195,0.0227,0.072,2.0,1.957,2016-Feb-16 09:31:59.936870,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.7719884623218194
196,0.0227,0.072,2.0,1.957,2016-Feb-16 09:31:59.936961,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.7719884623218194
197,0.155,0.0035,1.8,1.957,2016-Feb-16 09:31:59.937279,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.524644719919621
198,0.155,0.0035,1.8,1.957,2016-Feb-16 09:31:59.937296,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.524644719919621
199,0.0242,0.072,2.0,1.957,2016-Feb-16 09:32:00.430916,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,16.771988462320166
200,0.0242,0.069,2.0,1.957,2016-Feb-16 09:32:00.430964,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,46.7719884623213
201,0.155,0.0035,1.8,1.957,2016-Feb-16 09:32:00.431274,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.524644719919621
202,0.0227,0.069,2.0,1.957,2016-Feb-16 09:32:00.907616,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,31.77198846232073
203,0.0227,0.072,2.0,1.957,2016-Feb-16 09:32:00.907632,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.7719884623218194
204,0.155,0.0035,1.8,1.957,2016-Feb-16 09:32:00.907981,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.524644719919621
205,0.011,0.1102,2.05,1.957,2016-Feb-16 09:32:01.414787,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.3338243979192628
206,0.0227,0.072,2.0,1.957,2016-Feb-16 09:32:01.414834,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.7719884623218194
207,0.0227,0.071,2.0,1.957,2016-Feb-16 09:32:01.414861,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.771988462320717
208,0.155,0.0034,1.8,1.957,2016-Feb-16 09:32:01.415180,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.524644719919511
209,0.011,0.1102,2.05,1.957,2016-Feb-16 09:32:01.934875,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.3338243979192628
210,0.0227,0.071,2.0,1.957,2016-Feb-16 09:32:01.934924,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.771988462320717
211,0.0227,0.071,2.0,1.957,2016-Feb-16 09:32:01.934944,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.771988462320717
212,0.043,0.0418,1.95,1.957,2016-Feb-16 09:32:01.934960,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,7.210152526721495
213,0.043,0.0406,1.95,1.957,2016-Feb-16 09:32:01.934976,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,19.210152526720172
214,0.155,0.0034,1.8,1.957,2016-Feb-16 09:32:01.935212,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.524644719919511
215,0.011,0.1102,2.05,1.957,2016-Feb-16 09:32:02.420938,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.3338243979192628
216,0.0227,0.071,2.0,1.957,2016-Feb-16 09:32:02.420956,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.771988462320717
217,0.0227,0.0709,2.0,1.957,2016-Feb-16 09:32:02.420978,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.771988462320607
218,0.0412,0.0406,1.95,1.957,2016-Feb-16 09:32:02.420997,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.2101525267199351
219,0.011,0.1102,2.05,1.957,2016-Feb-16 09:32:02.969093,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.3338243979192628
220,0.0227,0.0709,2.0,1.957,2016-Feb-16 09:32:02.969122,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.771988462320607
221,0.0227,0.071,2.0,1.957,2016-Feb-16 09:32:02.969138,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.771988462320717
222,0.0412,0.0406,1.95,1.957,2016-Feb-16 09:32:02.969153,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.2101525267199351
223,0.0412,0.0406,1.95,1.957,2016-Feb-16 09:32:02.969191,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.2101525267199351
224,0.011,0.1102,2.05,1.957,2016-Feb-16 09:32:03.442554,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.3338243979192628
225,0.0227,0.071,2.0,1.957,2016-Feb-16 09:32:03.442582,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.771988462320717
226,0.0227,0.071,2.0,1.957,2016-Feb-16 09:32:03.442607,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.771988462320717
227,0.0412,0.0406,1.95,1.957,2016-Feb-16 09:32:03.442632,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.2101525267199351
228,0.0412,0.0406,1.95,1.957,2016-Feb-16 09:32:03.442650,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.2101525267199351
229,0.011,0.1102,2.05,1.957,2016-Feb-16 09:32:03.947019,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.3338243979192628
230,0.0242,0.071,2.0,1.957,2016-Feb-16 09:32:03.947067,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,26.771988462321286
231,0.0242,0.0707,2.0,1.957,2016-Feb-16 09:32:03.947107,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,29.77198846232096
232,0.0412,0.0406,1.95,1.957,2016-Feb-16 09:32:03.947230,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.2101525267199351
233,0.0412,0.0406,1.95,1.957,2016-Feb-16 09:32:03.947264,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.2101525267199351
234,0.155,0.0034,1.8,1.957,2016-Feb-16 09:32:03.947475,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.524644719919511
235,0.0242,0.0707,2.0,1.958,2016-Feb-16 09:32:04.994181,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,19.81572814093221
236,0.0242,0.0707,2.0,1.958,2016-Feb-16 09:32:04.994215,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,19.81572814093221
237,0.155,0.0034,1.8,1.958,2016-Feb-16 09:32:04.994400,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.5683843985307684
238,0.0242,0.0707,2.0,1.958,2016-Feb-16 09:32:05.378435,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,19.81572814093221
239,0.0242,0.0707,2.0,1.958,2016-Feb-16 09:32:05.378499,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,19.81572814093221
240,0.155,0.0034,1.8,1.958,2016-Feb-16 09:32:05.378649,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.5683843985307684
241,0.0242,0.0707,2.0,1.958,2016-Feb-16 09:32:05.898176,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,19.81572814093221
242,0.155,0.0034,1.8,1.958,2016-Feb-16 09:32:05.898471,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.5683843985307684
243,0.155,0.0035,1.8,1.958,2016-Feb-16 09:32:05.898499,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.5683843985308785
244,0.0246,0.0707,2.0,1.958,2016-Feb-16 09:32:06.402904,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,23.81572814093177
245,0.0246,0.0689,2.0,1.958,2016-Feb-16 09:32:06.403021,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,41.81572814093201
246,0.155,0.0035,1.8,1.958,2016-Feb-16 09:32:06.403243,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.5683843985308785
247,0.155,0.0035,1.8,1.958,2016-Feb-16 09:32:06.403261,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.5683843985308785
248,0.0246,0.0689,2.0,1.958,2016-Feb-16 09:32:06.903602,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,41.81572814093201
249,0.0246,0.0689,2.0,1.958,2016-Feb-16 09:32:06.903631,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,41.81572814093201
250,0.0246,0.0689,2.0,1.958,2016-Feb-16 09:32:07.386629,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,41.81572814093201
251,0.0246,0.0689,2.0,1.958,2016-Feb-16 09:32:07.386664,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,41.81572814093201
252,0.155,0.0035,1.8,1.958,2016-Feb-16 09:32:07.387005,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.5683843985308785
253,0.155,0.0035,1.8,1.958,2016-Feb-16 09:32:07.387060,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.5683843985308785
254,0.0246,0.0689,2.0,1.958,2016-Feb-16 09:32:07.903756,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,41.81572814093201
255,0.0246,0.0689,2.0,1.958,2016-Feb-16 09:32:07.903789,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,41.81572814093201
256,0.1108,0.0078,1.85,1.958,2016-Feb-16 09:32:07.903904,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,16.13022033413122
257,0.1108,0.0082,1.85,1.958,2016-Feb-16 09:32:07.903923,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.13022033413166
258,0.155,0.0035,1.8,1.958,2016-Feb-16 09:32:07.903948,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.5683843985308785
259,0.155,0.0034,1.8,1.958,2016-Feb-16 09:32:07.903971,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.5683843985307684
260,0.0246,0.0689,2.0,1.958,2016-Feb-16 09:32:08.420775,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,41.81572814093201
261,0.0246,0.071,2.0,1.958,2016-Feb-16 09:32:08.420818,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,20.8157281409321
262,0.1108,0.0082,1.85,1.958,2016-Feb-16 09:32:08.420879,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.13022033413166
263,0.155,0.0034,1.8,1.958,2016-Feb-16 09:32:08.421072,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.5683843985307684
264,0.0237,0.071,2.0,1.958,2016-Feb-16 09:32:08.933354,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.815728140933093
265,0.0237,0.071,2.0,1.958,2016-Feb-16 09:32:08.933392,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.815728140933093
266,0.0422,0.0406,1.95,1.958,2016-Feb-16 09:32:08.933464,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.2538922053323107
267,0.0422,0.0406,1.95,1.958,2016-Feb-16 09:32:08.933507,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,1.2538922053323107
268,0.1108,0.0082,1.85,1.958,2016-Feb-16 09:32:08.933751,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.13022033413166
269,0.155,0.0034,1.8,1.958,2016-Feb-16 09:32:08.933808,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.5683843985307684
270,0.011,0.1102,2.05,1.957,2016-Feb-16 09:32:09.986978,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.3338243979192628
271,0.011,0.1102,2.05,1.957,2016-Feb-16 09:32:09.987024,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.3338243979192628
272,0.0237,0.071,2.0,1.957,2016-Feb-16 09:32:09.987076,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,21.771988462321836
273,0.0237,0.071,2.0,1.957,2016-Feb-16 09:32:09.987198,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,21.771988462321836
274,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:09.987229,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
275,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:09.987252,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
276,0.155,0.0034,1.8,1.957,2016-Feb-16 09:32:09.987372,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.524644719919511
277,0.155,0.0034,1.8,1.957,2016-Feb-16 09:32:09.987419,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.524644719919511
278,0.011,0.1102,2.05,1.957,2016-Feb-16 09:32:10.478828,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.3338243979192628
279,0.0236,0.071,2.0,1.957,2016-Feb-16 09:32:10.478856,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,20.771988462319726
280,0.0236,0.071,2.0,1.957,2016-Feb-16 09:32:10.478912,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,20.771988462319726
281,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:10.478964,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
282,0.155,0.0034,1.8,1.957,2016-Feb-16 09:32:10.479082,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.524644719919511
283,0.0233,0.071,2.0,1.957,2016-Feb-16 09:32:10.972107,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,17.771988462320056
284,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:10.972139,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
285,0.0233,0.071,2.0,1.957,2016-Feb-16 09:32:11.458225,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,17.771988462320056
286,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:11.458384,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
287,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:11.458407,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
288,0.0232,0.071,2.0,1.957,2016-Feb-16 09:32:11.988734,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,16.771988462320166
289,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:11.988758,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
290,0.155,0.0034,1.8,1.957,2016-Feb-16 09:32:11.988808,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.524644719919511
291,0.155,0.0026,1.8,1.957,2016-Feb-16 09:32:11.988823,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,20.52464471992085
292,0.0232,0.071,2.0,1.957,2016-Feb-16 09:32:12.462039,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,16.771988462320166
293,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:12.462078,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
294,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:12.462106,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
295,0.155,0.0034,1.8,1.957,2016-Feb-16 09:32:12.462219,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.524644719919511
296,0.0232,0.071,2.0,1.957,2016-Feb-16 09:32:12.909630,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,16.771988462320166
297,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:12.909664,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
298,0.155,0.0034,1.8,1.957,2016-Feb-16 09:32:12.909807,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.524644719919511
299,0.0232,0.071,2.0,1.957,2016-Feb-16 09:32:13.409386,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,16.771988462320166
300,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:13.409402,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
301,0.155,0.0034,1.8,1.957,2016-Feb-16 09:32:13.409461,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.524644719919511
302,0.011,0.1102,2.05,1.957,2016-Feb-16 09:32:13.910516,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.3338243979192628
303,0.011,0.1102,2.05,1.957,2016-Feb-16 09:32:13.910666,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,2.3338243979192628
304,0.0241,0.071,2.0,1.957,2016-Feb-16 09:32:13.910726,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,25.771988462321396
305,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:13.910748,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
306,0.0422,0.0406,1.95,1.957,2016-Feb-16 09:32:13.910813,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,11.210152526721053
307,0.155,0.0034,1.8,1.957,2016-Feb-16 09:32:13.910860,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,12.524644719919511
308,0.0241,0.071,2.0,1.959,2016-Feb-16 09:32:14.938413,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,5.859467819541689
309,0.0241,0.071,2.0,1.959,2016-Feb-16 09:32:15.548289,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,5.859467819541689
310,0.0241,0.071,2.0,1.959,2016-Feb-16 09:32:15.548334,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,5.859467819541689
311,0.0241,0.071,2.0,1.959,2016-Feb-16 09:32:16.055684,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,5.859467819541689
312,0.0431,0.0406,1.95,1.959,2016-Feb-16 09:32:16.055833,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.29763188394035556
313,0.0431,0.0406,1.95,1.959,2016-Feb-16 09:32:16.055862,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.29763188394035556
314,0.0241,0.071,2.0,1.959,2016-Feb-16 09:32:16.538638,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,5.859467819541689
315,0.0431,0.0406,1.95,1.959,2016-Feb-16 09:32:16.538672,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.29763188394035556
316,0.011,0.1086,2.05,1.959,2016-Feb-16 09:32:17.052082,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",0,1.7213037551400134
317,0.0241,0.071,2.0,1.959,2016-Feb-16 09:32:17.052100,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,5.859467819541689
318,0.0431,0.0406,1.95,1.959,2016-Feb-16 09:32:17.052129,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.29763188394035556
319,0.0241,0.071,2.0,1.959,2016-Feb-16 09:32:17.567962,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,5.859467819541689
320,0.0431,0.0406,1.95,1.959,2016-Feb-16 09:32:17.568038,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.29763188394035556
321,0.0431,0.0406,1.95,1.959,2016-Feb-16 09:32:17.568068,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.29763188394035556
322,0.011,0.1086,2.05,1.959,2016-Feb-16 09:32:18.074378,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",0,1.7213037551400134
323,0.0431,0.0406,1.95,1.959,2016-Feb-16 09:32:18.074420,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.29763188394035556
324,0.011,0.1086,2.05,1.959,2016-Feb-16 09:32:18.584381,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",0,1.7213037551400134
325,0.011,0.1086,2.05,1.959,2016-Feb-16 09:32:18.584399,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",0,1.7213037551400134
326,0.0431,0.0406,1.95,1.959,2016-Feb-16 09:32:18.584415,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.29763188394035556
327,0.0115,0.1086,2.05,1.959,2016-Feb-16 09:32:19.068913,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,3.4213037551416834
328,0.0115,0.1086,2.05,1.959,2016-Feb-16 09:32:19.068930,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,3.4213037551416834
329,0.026,0.071,2.0,1.959,2016-Feb-16 09:32:19.068959,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,24.859467819541816
330,0.0115,0.1086,2.05,1.959,2016-Feb-16 09:32:20.034027,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,3.4213037551416834
331,0.0115,0.1086,2.05,1.959,2016-Feb-16 09:32:20.034047,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,3.4213037551416834
332,0.0241,0.071,2.0,1.959,2016-Feb-16 09:32:20.034125,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,5.859467819541689
333,0.0431,0.0406,1.95,1.959,2016-Feb-16 09:32:20.034176,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.29763188394035556
334,0.0431,0.0406,1.95,1.959,2016-Feb-16 09:32:20.034209,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,0.29763188394035556
335,0.0115,0.1086,2.05,1.959,2016-Feb-16 09:32:20.425435,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,3.4213037551416834
336,0.0241,0.071,2.0,1.959,2016-Feb-16 09:32:20.425463,"Put-Call Parity Short sell call, Short-sell bond, Buy Put, Buy Underlying",1,5.859467819541689
